match_id,team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_home_away,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground_city,ground,ground_country,match_date
ODI # 1028,West Indies,Australia,172,173,9,9,away,home,Australia,1,wickets,Day and night,Benson & Hedges World Series,Paul Reiffel,Australia,Sydney Cricket Ground,West Indies,bat first,,Sydney,Moore Park,Australia,01-01-1996
ODI # 1029,West Indies,Sri Lanka,194,124,10,10,away,away,West Indies,70,runs,Day,Benson & Hedges World Series,Shivnarine Chanderpaul,West Indies,"Bellerive Oval, Hobart",Sri Lanka,field first,,Hobart,Bellerive,Australia,03-01-1996
ODI # 1030,Sri Lanka,West Indies,102,104,10,3,away,away,West Indies,7,wickets,Day and night,Benson & Hedges World Series,Curtly Ambrose,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sri Lanka,bat first,143,Brisbane,Woolloongabba,Australia,05-01-1996
ODI # 1031,West Indies,Australia,231,217,10,10,away,home,West Indies,14,runs,Day,Benson & Hedges World Series,Ottis Gibson,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,field first,,Brisbane,Woolloongabba,Australia,07-01-1996
ODI # 1032,Australia,Sri Lanka,213,214,5,7,home,away,Sri Lanka,3,wickets,Day and night,Benson & Hedges World Series,Romesh Kaluwitharana,Sri Lanka,Melbourne Cricket Ground,Australia,bat first,15,Melbourne,Jolimont,Australia,09-01-1996
ODI # 1033,South Africa,England,211,205,8,10,home,away,South Africa,6,runs,Day and night,England tour of South Africa,Shaun Pollock,South Africa,"Newlands, Cape Town",South Africa,bat first,,Cape Town,Cape Town,South Africa,09-01-1996
ODI # 1034,South Africa,England,262,265,8,5,home,away,England,5,wickets,Day and night,England tour of South Africa,Mike Atherton,England,"Springbok Park, Bloemfontein",South Africa,bat first,10,Bloemfontein,Bloemfontein,South Africa,11-01-1996
ODI # 1035,Australia,Sri Lanka,266,183,6,9,home,away,Australia,83,runs,Day and night,Benson & Hedges World Series,Mark Waugh,Australia,"Western Australia Cricket Association Ground, Perth",Australia,bat first,,Perth,East Perth,Australia,12-01-1996
ODI # 1036,England,South Africa,198,199,8,7,away,home,South Africa,3,wickets,Day,England tour of South Africa,Shaun Pollock,South Africa,"New Wanderers Stadium, Johannesburg",England,bat first,11,Johannesburg,Johannesburg,South Africa,13-01-1996
ODI # 1037,Sri Lanka,West Indies,202,186,10,9,away,away,Sri Lanka,16,runs,Day,Benson & Hedges World Series,Romesh Kaluwitharana,Sri Lanka,"Western Australia Cricket Association Ground, Perth",West Indies,field first,,Perth,East Perth,Australia,14-01-1996
ODI # 1038,England,South Africa,272,276,8,3,away,home,South Africa,7,wickets,Day,England tour of South Africa,Gary Kirsten,South Africa,Centurion Park,England,bat first,12,Centurion,Centurion,South Africa,14-01-1996
ODI # 1039,Australia,Sri Lanka,242,246,4,7,home,away,Sri Lanka,3,wickets,Day and night,Benson & Hedges World Series,Romesh Kaluwitharana,Sri Lanka,Melbourne Cricket Ground,Australia,bat first,2,Melbourne,Jolimont,Australia,16-01-1996
ODI # 1040,England,South Africa,184,185,10,5,away,home,South Africa,5,wickets,Day and night,England tour of South Africa,Allan Donald,South Africa,"Kingsmead, Durban",South Africa,field first,10,Durban,Durban,South Africa,17-01-1996
ODI # 1042,South Africa,England,129,115,10,10,home,away,South Africa,14,runs,Day and night,England tour of South Africa,Paul Adams,South Africa,"Buffalo Park, East London",South Africa,bat first,,East London,East London,South Africa,19-01-1996
ODI # 1044,South Africa,England,218,154,9,10,home,away,South Africa,64,runs,Day,England tour of South Africa,Adrian Kuiper,South Africa,"Crusaders Ground, St George's Park, Port Elizabeth",South Africa,bat first,,Port Elizabeth,Port Elizabeth,South Africa,21-01-1996
ODI # 1045,New Zealand,Zimbabwe,278,204,5,10,home,away,New Zealand,74,runs,Day,Zimbabwe tour of New Zealand,Nathan Astle,New Zealand,"Eden Park, Auckland",New Zealand,bat first,,Auckland,Auckland,New Zealand,28-01-1996
ODI # 1046,Zimbabwe,New Zealand,181,184,9,4,away,home,New Zealand,6,wickets,Day,Zimbabwe tour of New Zealand,Stephen Fleming,New Zealand,"Basin Reserve, Wellington",Zimbabwe,bat first,63,Wellington,Wellington,New Zealand,31-01-1996
ODI # 1047,Zimbabwe,New Zealand,267,246,7,10,away,home,Zimbabwe,21,runs,Day and night,Zimbabwe tour of New Zealand,Andy Flower,Zimbabwe,"McLean Park, Napier",New Zealand,field first,,Napier,Napier,New Zealand,03-02-1996
ODI # 1048,New Zealand,England,239,228,6,9,away,away,New Zealand,11,runs,Day,Wills World Cup,Nathan Astle,New Zealand,"Gujarat Stadium, Motera, Ahmedabad",England,field first,,Ahmedabad,Motera,India,14-02-1996
ODI # 1049,South Africa,United Arab Emirates,321,152,2,8,away,away,South Africa,169,runs,Day,Wills World Cup,Gary Kirsten,South Africa,Rawalpindi Cricket Stadium,United Arab Emirates,field first,,Rawalpindi,Rawalpindi,Pakistan,16-02-1996
ODI # 1050,Zimbabwe,West Indies,151,155,9,4,away,away,West Indies,6,wickets,Day and night,Wills World Cup,Curtly Ambrose,West Indies,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",Zimbabwe,bat first,123,Hyderabad (Deccan),Hyderabad,India,16-02-1996
ODI # 1051,New Zealand,Netherlands,307,188,8,7,away,away,New Zealand,119,runs,Day,Wills World Cup,Craig Spearman,New Zealand,"Indian Petrochemicals Corporation Limited Sports Complex Ground, Baroda",New Zealand,bat first,,Vadodara,Vadodara,India,17-02-1996
ODI # 1052,Kenya,India,199,203,6,3,away,home,India,7,wickets,Day,Wills World Cup,Sachin Tendulkar,India,"Barabati Stadium, Cuttack",India,field first,49,Cuttack,Cuttack,India,18-02-1996
ODI # 1053,United Arab Emirates,England,136,140,10,2,away,away,England,8,wickets,Day,Wills World Cup,Neil Smith,England,"Arbab Niaz Stadium, Peshawar",United Arab Emirates,bat first,90,Peshawar,Peshawar,Pakistan,18-02-1996
ODI # 1054,New Zealand,South Africa,177,178,9,5,away,away,South Africa,5,wickets,Day,Wills World Cup,Hansie Cronje,South Africa,"Iqbal Stadium, Faisalabad",New Zealand,bat first,75,Faisalabad,Faisalabad,Pakistan,20-02-1996
ODI # 1055,Zimbabwe,Sri Lanka,228,229,6,4,away,home,Sri Lanka,6,wickets,Day,Wills World Cup,Aravinda de Silva,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Zimbabwe,bat first,78,Colombo (SSC),Colombo,Sri Lanka,21-02-1996
ODI # 1056,West Indies,India,173,174,10,5,away,home,India,5,wickets,Day and night,Wills World Cup,Sachin Tendulkar,India,"Captain Roop Singh Stadium, Gwalior",West Indies,bat first,62,Gwalior,Gwalior,India,21-02-1996
ODI # 1057,England,Netherlands,279,230,4,6,away,away,England,49,runs,Day,Wills World Cup,Graeme Hick,England,"Arbab Niaz Stadium, Peshawar",England,bat first,,Peshawar,Peshawar,Pakistan,22-02-1996
ODI # 1058,Australia,Kenya,304,207,7,7,away,away,Australia,97,runs,Day,Wills World Cup,Mark Waugh,Australia,"Indira Priyadarshini Stadium, Visakhapatnam",Kenya,field first,,Visakhapatnam,Visakhapatnam,India,23-02-1996
ODI # 1059,United Arab Emirates,Pakistan,109,112,9,1,away,home,Pakistan,9,wickets,Day,Wills World Cup,Mushtaq Ahmed,Pakistan,"Jinnah Stadium, Gujranwala",Pakistan,field first,90,Gujranwala,Gujranwala,Pakistan,24-02-1996
ODI # 1060,South Africa,England,230,152,10,10,away,away,South Africa,78,runs,Day,Wills World Cup,Jonty Rhodes,South Africa,Rawalpindi Cricket Stadium,South Africa,bat first,,Rawalpindi,Rawalpindi,Pakistan,25-02-1996
ODI # 1062,Netherlands,Pakistan,145,151,7,2,away,home,Pakistan,8,wickets,Day,Wills World Cup,Waqar Younis,Pakistan,"Gaddafi Stadium, Lahore",Netherlands,bat first,116,Lahore,Lahore,Pakistan,26-02-1996
ODI # 1063,Kenya,Zimbabwe,134,137,10,5,away,away,Zimbabwe,5,wickets,Day,Wills World Cup,Paul Strang,Zimbabwe,"Moin-ul-Haq Stadium, Patna",Zimbabwe,field first,46,Patna,Patna,India,27-02-1996
ODI # 1064,New Zealand,United Arab Emirates,276,167,8,9,away,away,New Zealand,109,runs,Day,Wills World Cup,Roger Twose,New Zealand,"Iqbal Stadium, Faisalabad",United Arab Emirates,field first,,Faisalabad,Faisalabad,Pakistan,27-02-1996
ODI # 1065,Australia,India,258,242,10,10,away,home,Australia,16,runs,Day and night,Wills World Cup,Mark Waugh,Australia,"Wankhede Stadium, Mumbai",Australia,bat first,,Mumbai,Mumbai,India,27-02-1996
ODI # 1066,Kenya,West Indies,166,93,10,10,away,away,Kenya,73,runs,Day,Wills World Cup,Maurice Odumbe,Kenya,"Nehru Stadium, Poona",West Indies,field first,,Pune,Pune,India,29-02-1996
ODI # 1067,Pakistan,South Africa,242,243,6,5,home,away,South Africa,5,wickets,Day,Wills World Cup,Hansie Cronje,South Africa,"National Stadium, Karachi",Pakistan,bat first,34,Karachi,Karachi,Pakistan,29-02-1996
ODI # 1068,Zimbabwe,Australia,154,158,10,2,away,away,Australia,8,wickets,Day,Wills World Cup,Shane Warne,Australia,"Vidarbha Cricket Association Ground, Nagpur",Zimbabwe,bat first,84,Nagpur,Nagpur,India,01-03-1996
ODI # 1069,Netherlands,United Arab Emirates,216,220,9,3,away,away,U.A.E.,7,wickets,Day,Wills World Cup,Saleem Raza,United Arab Emirates,"Gaddafi Stadium, Lahore",United Arab Emirates,field first,34,Lahore,Lahore,Pakistan,01-03-1996
ODI # 1070,India,Sri Lanka,271,272,3,4,home,away,Sri Lanka,6,wickets,Day,Wills World Cup,Sanath Jayasuriya,Sri Lanka,"Feroz Shah Kotla, Delhi",Sri Lanka,field first,8,Delhi,Delhi,India,02-03-1996
ODI # 1071,England,Pakistan,249,250,9,3,away,home,Pakistan,7,wickets,Day,Wills World Cup,Aamer Sohail,Pakistan,"National Stadium, Karachi",England,bat first,14,Karachi,Karachi,Pakistan,03-03-1996
ODI # 1072,Australia,West Indies,229,232,6,6,away,away,West Indies,4,wickets,Day,Wills World Cup,Richie Richardson,West Indies,"Sawai Mansingh Stadium, Jaipur",Australia,bat first,7,Jaipur,Jaipur,India,04-03-1996
ODI # 1073,South Africa,Netherlands,328,168,3,8,away,away,South Africa,160,runs,Day,Wills World Cup,Andrew Hudson,South Africa,Rawalpindi Cricket Stadium,South Africa,bat first,,Rawalpindi,Rawalpindi,Pakistan,05-03-1996
ODI # 1075,India,Zimbabwe,247,207,5,10,home,away,India,40,runs,Day,Wills World Cup,Ajay Jadeja,India,"Green Park, Kanpur",Zimbabwe,field first,,Kanpur,Civil Lines,India,06-03-1996
ODI # 1074,Sri Lanka,Kenya,398,254,5,7,home,away,Sri Lanka,144,runs,Day,Wills World Cup,Aravinda de Silva,Sri Lanka,"Asgiriya Stadium, Kandy",Kenya,field first,,Kandy,Kandy,Sri Lanka,06-03-1996
ODI # 1076,Pakistan,New Zealand,281,235,5,10,home,away,Pakistan,46,runs,Day,Wills World Cup,Saleem Malik,Pakistan,"Gaddafi Stadium, Lahore",New Zealand,field first,,Lahore,Lahore,Pakistan,06-03-1996
ODI # 1077,England,Sri Lanka,235,236,8,5,away,away,Sri Lanka,5,wickets,Day,Wills World Cup,Sanath Jayasuriya,Sri Lanka,"Iqbal Stadium, Faisalabad",England,bat first,56,Faisalabad,Faisalabad,Pakistan,09-03-1996
ODI # 1078,India,Pakistan,287,248,8,9,home,away,India,39,runs,Day and night,Wills World Cup,Navjot Sidhu,India,"M Chinnaswamy Stadium, Bangalore",India,bat first,,Bengaluru,Bengaluru,India,09-03-1996
ODI # 1079,West Indies,South Africa,264,245,8,10,away,away,West Indies,19,runs,Day,Wills World Cup,Brian Lara,West Indies,"National Stadium, Karachi",West Indies,bat first,,Karachi,Karachi,Pakistan,11-03-1996
ODI # 1080,New Zealand,Australia,286,289,9,4,away,away,Australia,6,wickets,Day and night,Wills World Cup,Mark Waugh,Australia,"MA Chidambaram Stadium, Chepauk, Madras",New Zealand,bat first,13,Chennai,Chepauk,India,11-03-1996
ODI # 1083,Australia,Sri Lanka,241,245,7,3,away,away,Sri Lanka,7,wickets,Day and night,Wills World Cup,Aravinda de Silva,Sri Lanka,"Gaddafi Stadium, Lahore",Sri Lanka,field first,22,Lahore,Lahore,Pakistan,17-03-1996
wickets,wickets,wickets,wickets,wickets,wickets,wickets,wickets,wickets,wickets,1,wickets,Day,New Zealand tour of West Indies,Dipak Patel,New Zealand,"Sabina Park, Kingston, Jamaica",West Indies,field first,5,Kingston,Kingston,West Indies,26-03-1996
ODI # 1085,West Indies,New Zealand,238,239,7,6,home,away,New Zealand,4,wickets,Day,New Zealand tour of West Indies,Stephen Fleming,New Zealand,"Queen's Park Oval, Port of Spain, Trinidad",New Zealand,field first,1,Port of Spain,Port of Spain,West Indies,29-03-1996
ODI # 1086,New Zealand,West Indies,219,225,8,3,away,home,West Indies,7,wickets,Day,New Zealand tour of West Indies,Brian Lara,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",New Zealand,bat first,26,Port of Spain,Port of Spain,West Indies,30-03-1996
ODI # 1088,Sri Lanka,Pakistan,349,315,9,10,away,away,Sri Lanka,34,runs,Day,Singer Cup,Sanath Jayasuriya,Sri Lanka,"The Padang, Singapore",Pakistan,field first,,Singapore,Padang,Singapore,02-04-1996
ODI # 1089,India,Sri Lanka,199,187,10,10,away,away,India,12,runs,Day,Singer Cup,Javagal Srinath,India,"The Padang, Singapore",India,bat first,,Singapore,Padang,Singapore,03-04-1996
ODI # 1090,New Zealand,West Indies,158,154,10,10,away,away,New Zealand,4,runs,Day,New Zealand tour of West Indies,Dipak Patel,New Zealand,"Bourda, Georgetown, Guyana",West Indies,field first,,Georgetown,Georgetown,Guyana,03-04-1996
ODI # 1091,India,Pakistan,226,190,8,2,away,away,Pakistan,8,wickets,Day,Singer Cup,Aamer Sohail,Pakistan,"The Padang, Singapore",Pakistan,field first,30,Singapore,Padang,Singapore,05-04-1996
ODI # 1092,New Zealand,West Indies,241,242,8,3,away,home,West Indies,7,wickets,Day,New Zealand tour of West Indies,Phil Simmons,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",West Indies,field first,9,Kingstown,Arnos Vale,West Indies,06-04-1996
ODI # 1093,Pakistan,Sri Lanka,215,172,10,10,away,away,Pakistan,43,runs,Day,Singer Cup,Saqlain Mushtaq,Pakistan,"The Padang, Singapore",Sri Lanka,field first,,Singapore,Padang,Singapore,07-04-1996
ODI # 1094,Pakistan,India,271,233,5,10,away,away,Pakistan,38,runs,Day,Pepsi Sharjah Cup,Aamer Sohail,Pakistan,Sharjah Cricket Association Stadium,India,field first,,Sharjah,Sharjah,United Arab Emirates,12-04-1996
ODI # 1095,South Africa,Pakistan,314,171,3,7,away,away,South Africa,143,runs,Day,Pepsi Sharjah Cup,Daryll Cullinan,South Africa,Sharjah Cricket Association Stadium,South Africa,bat first,,Sharjah,Sharjah,United Arab Emirates,13-04-1996
ODI # 1096,Sri Lanka,West Indies,251,216,10,9,away,home,Sri Lanka,35,runs,Day,Sri Lanka tour of West Indies,Kumar Dharmasena,Sri Lanka,"Queen's Park Oval, Port of Spain, Trinidad",Sri Lanka,bat first,,Port of Spain,Port of Spain,West Indies,13-04-1996
ODI # 1097,South Africa,India,288,208,6,8,away,away,South Africa,80,runs,Day,Pepsi Sharjah Cup,Hansie Cronje,South Africa,Sharjah Cricket Association Stadium,South Africa,bat first,,Sharjah,Sharjah,United Arab Emirates,14-04-1996
ODI # 1098,India,Pakistan,305,277,5,10,away,away,India,28,runs,Day,Pepsi Sharjah Cup,Sachin Tendulkar,India,Sharjah Cricket Association Stadium,India,bat first,,Sharjah,Sharjah,United Arab Emirates,15-04-1996
ODI # 1099,Pakistan,South Africa,188,189,10,2,away,away,South Africa,8,wickets,Day,Pepsi Sharjah Cup,Craig Matthews,South Africa,Sharjah Cricket Association Stadium,Pakistan,bat first,101,Sharjah,Sharjah,United Arab Emirates,16-04-1996
ODI # 1100,India,South Africa,215,216,8,5,away,away,South Africa,5,wickets,Day,Pepsi Sharjah Cup,Paul Adams,South Africa,Sharjah Cricket Association Stadium,India,bat first,17,Sharjah,Sharjah,United Arab Emirates,17-04-1996
ODI # 1101,South Africa,India,287,249,5,9,away,away,South Africa,38,runs,Day,Pepsi Sharjah Cup,Gary Kirsten,South Africa,Sharjah Cricket Association Stadium,South Africa,bat first,,Sharjah,Sharjah,United Arab Emirates,19-04-1996
ODI # 1103,India,England,158,162,10,4,away,home,England,6,wickets,Day,India tour of England,Graham Thorpe,England,"Headingley, Leeds",England,field first,15,Leeds,Leeds,England,25-05-1996
ODI # 1105,Australia,Zimbabwe,263,138,7,10,away,away,Australia,125,runs,Day and night,Singer World Series,Steve Waugh,Australia,"R Premadasa Stadium, Colombo",Australia,bat first,,Colombo (RPS),Khettarama,Sri Lanka,26-08-1996
ODI # 1106,India,Sri Lanka,226,230,5,1,away,home,Sri Lanka,9,wickets,Day and night,Singer World Series,Sanath Jayasuriya,Sri Lanka,"R Premadasa Stadium, Colombo",India,bat first,34,Colombo (RPS),Khettarama,Sri Lanka,28-08-1996
ODI # 1107,Pakistan,England,225,226,5,5,away,home,England,5,wickets,Day,Pakistan tour of England and Scotland,Mike Atherton,England,"Old Trafford, Manchester",Pakistan,bat first,20,Manchester,Stretford,England,29-08-1996
ODI # 1108,Australia,Sri Lanka,228,232,9,6,away,home,Sri Lanka,4,wickets,Day and night,Singer World Series,Aravinda de Silva,Sri Lanka,"R Premadasa Stadium, Colombo",Australia,bat first,25,Colombo (RPS),Khettarama,Sri Lanka,30-08-1996
ODI # 1109,England,Pakistan,292,185,8,10,home,away,England,107,runs,Day,Pakistan tour of England and Scotland,Nick Knight,England,"Edgbaston, Birmingham",Pakistan,field first,,Birmingham,Birmingham,England,31-08-1996
ODI # 1110,Zimbabwe,India,226,229,10,3,away,away,India,7,wickets,Day,Singer World Series,Ajay Jadeja,India,"Sinhalese Sports Club Ground, Colombo",India,field first,37,Colombo (SSC),Colombo,Sri Lanka,01-09-1996
ODI # 1111,England,Pakistan,246,247,10,8,home,away,Pakistan,2,wickets,Day,Pakistan tour of England and Scotland,Wasim Akram,Pakistan,"Trent Bridge, Nottingham",England,bat first,2,Nottingham,Nottingham,England,01-09-1996
ODI # 1112,Zimbabwe,Sri Lanka,227,228,5,4,away,home,Sri Lanka,6,wickets,Day,Singer World Series,Aravinda de Silva,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,field first,18,Colombo (SSC),Colombo,Sri Lanka,03-09-1996
ODI # 1113,India,Australia,201,202,10,7,away,away,Australia,3,wickets,Day,Singer World Series,Steve Waugh,Australia,"Sinhalese Sports Club Ground, Colombo",Australia,field first,3,Colombo (SSC),Colombo,Sri Lanka,06-09-1996
ODI # 1114,Sri Lanka,Australia,234,184,3,10,home,away,Sri Lanka,50,runs,Day,Singer World Series,Aravinda de Silva,Sri Lanka,"R Premadasa Stadium, Colombo",Australia,field first,,Colombo (RPS),Khettarama,Sri Lanka,07-09-1996
ODI # 1115,Pakistan,India,170,173,9,2,away,away,India,8,wickets,Day,Pakistan tour of Canada,Sachin Tendulkar,India,"Toronto Cricket, Skating and Curling Club",India,field first,19,Toronto,Toronto,Canada,16-09-1996
ODI # 1116,India,Pakistan,264,266,6,8,away,away,Pakistan,2,wickets,Day,Pakistan tour of Canada,Saleem Malik,Pakistan,"Toronto Cricket, Skating and Curling Club",Pakistan,field first,1,Toronto,Toronto,Canada,17-09-1996
ODI # 1117,India,Pakistan,191,136,10,10,away,away,India,55,runs,Day,Pakistan tour of Canada,Rahul Dravid,India,"Toronto Cricket, Skating and Curling Club",India,bat first,,Toronto,Toronto,Canada,18-09-1996
ODI # 1118,Pakistan,India,258,161,8,10,away,away,Pakistan,97,runs,Day,Pakistan tour of Canada,Ijaz Ahmed,Pakistan,"Toronto Cricket, Skating and Curling Club",India,field first,,Toronto,Toronto,Canada,21-09-1996
ODI # 1119,Pakistan,India,213,161,9,10,away,away,Pakistan,52,runs,Day,Pakistan tour of Canada,Mushtaq Ahmed,Pakistan,"Toronto Cricket, Skating and Curling Club",Pakistan,bat first,,Toronto,Toronto,Canada,23-09-1996
ODI # 1120,Kenya,Sri Lanka,188,190,9,3,home,away,Sri Lanka,7,wickets,Day,KCA Centenary Tournament,Muthiah Muralidaran,Sri Lanka,"Gymkhana Club Ground, Nairobi",Sri Lanka,field first,116,Nairobi (Gym),Nairobi,Kenya,28-09-1996
ODI # 1121,South Africa,Pakistan,321,259,8,10,away,away,South Africa,62,runs,Day,KCA Centenary Tournament,Jonty Rhodes,South Africa,"Gymkhana Club Ground, Nairobi",Pakistan,field first,,Nairobi (Gym),Nairobi,Kenya,29-09-1996
ODI # 1122,South Africa,Sri Lanka,169,170,10,8,away,away,Sri Lanka,2,wickets,Day,KCA Centenary Tournament,Sanath Jayasuriya,Sri Lanka,Nairobi Club Ground,South Africa,bat first,56,Nairobi (Club),Nairobi,Kenya,01-10-1996
ODI # 1123,Kenya,Pakistan,148,149,10,6,home,away,Pakistan,4,wickets,Day,KCA Centenary Tournament,Thomas Odoyo,Kenya,"Aga Khan Sports Club Ground, Nairobi",Kenya,bat first,58,Nairobi (Aga),Nairobi,Kenya,02-10-1996
ODI # 1124,South Africa,Kenya,305,103,8,10,away,home,South Africa,202,runs,Day,KCA Centenary Tournament,Allan Donald,South Africa,"Gymkhana Club Ground, Nairobi",South Africa,bat first,,Nairobi (Gym),Nairobi,Kenya,03-10-1996
ODI # 1125,Pakistan,Sri Lanka,371,289,9,10,away,away,Pakistan,82,runs,Day,KCA Centenary Tournament,Shahid Afridi,Pakistan,"Gymkhana Club Ground, Nairobi",Sri Lanka,field first,,Nairobi (Gym),Nairobi,Kenya,04-10-1996
ODI # 1126,Pakistan,South Africa,203,204,10,3,away,away,South Africa,7,wickets,Day,KCA Centenary Tournament,Gary Kirsten,South Africa,"Gymkhana Club Ground, Nairobi",Pakistan,bat first,64,Nairobi (Gym),Nairobi,Kenya,06-10-1996
ODI # 1127,South Africa,India,261,214,7,10,away,home,South Africa,47,runs,Day and night,Titan Cup,Gary Kirsten,South Africa,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",South Africa,bat first,,Hyderabad (Deccan),Hyderabad,India,17-10-1996
ODI # 1128,Australia,South Africa,219,220,7,3,away,away,South Africa,7,wickets,Day,Titan Cup,Gary Kirsten,South Africa,"Nehru Stadium, Indore",Australia,bat first,23,Indore,Indore,India,19-10-1996
ODI # 1129,Australia,India,215,216,7,8,away,home,India,2,wickets,Day and night,Titan Cup,Sachin Tendulkar,India,"M Chinnaswamy Stadium, Bangalore",Australia,bat first,7,Bengaluru,Bengaluru,India,21-10-1996
ODI # 1130,South Africa,India,249,222,6,7,away,home,South Africa,27,runs,Day,Titan Cup,Daryll Cullinan,South Africa,"Sawai Mansingh Stadium, Jaipur",India,field first,,Jaipur,Jaipur,India,23-10-1996
ODI # 1131,Australia,South Africa,215,218,10,8,away,away,South Africa,2,wickets,Day,Titan Cup,Allan Donald,South Africa,"Nahar Singh Stadium, Faridabad",Australia,bat first,16,Faridabad,Faridabad,India,25-10-1996
ODI # 1132,India,South Africa,185,188,10,5,home,away,South Africa,5,wickets,Day,Titan Cup,Jonty Rhodes,South Africa,"Municipal Stadium, Rajkot",India,bat first,8,Rajkot,Rajkot,India,29-10-1996
ODI # 1133,Zimbabwe,Pakistan,237,239,9,7,away,home,Pakistan,3,wickets,Day,Zimbabwe tour of Pakistan,Saleem Malik,Pakistan,"Bugti Stadium, Quetta",Zimbabwe,bat first,5,Quetta,Quetta,Pakistan,30-10-1996
ODI # 1134,Australia,South Africa,238,239,6,2,away,away,South Africa,8,wickets,Day,Titan Cup,Pat Symcox,South Africa,"Nehru Stadium, Gauhati",Australia,bat first,30,Guwahati,Stadium Road,India,01-11-1996
ODI # 1135,Zimbabwe,Pakistan,195,196,10,1,away,home,Pakistan,9,wickets,Day,Zimbabwe tour of Pakistan,Shahid Afridi,Pakistan,"Gaddafi Stadium, Lahore",Zimbabwe,bat first,128,Lahore,Lahore,Pakistan,01-11-1996
ODI # 1137,India,Australia,289,284,6,10,home,away,India,5,runs,Day and night,Titan Cup,Mohammad Azharuddin,India,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Australia,field first,,Mohali,Mohali,India,03-11-1996
ODI # 1138,India,South Africa,220,185,7,10,home,away,India,35,runs,Day and night,Titan Cup,Anil Kumble,India,"Wankhede Stadium, Mumbai",India,bat first,,Mumbai,Mumbai,India,06-11-1996
ODI # 1139,New Zealand,Sri Lanka,206,177,8,10,away,away,New Zealand,29,runs,Day,Singer Champions Trophy,Chris Cairns,New Zealand,Sharjah Cricket Association Stadium,Sri Lanka,field first,,Sharjah,Sharjah,United Arab Emirates,07-11-1996
ODI # 1140,Sri Lanka,Pakistan,206,131,10,10,away,away,Sri Lanka,75,runs,Day,Singer Champions Trophy,Sanath Jayasuriya,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,field first,,Sharjah,Sharjah,United Arab Emirates,08-11-1996
ODI # 1141,New Zealand,Pakistan,197,198,10,6,away,away,Pakistan,4,wickets,Day,Singer Champions Trophy,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,New Zealand,bat first,21,Sharjah,Sharjah,United Arab Emirates,10-11-1996
ODI # 1142,New Zealand,Sri Lanka,169,169,8,10,away,away,Match tied,,,Day,Singer Champions Trophy,Danny Morrison,New Zealand,Sharjah Cricket Association Stadium,New Zealand,bat first,,Sharjah,Sharjah,United Arab Emirates,11-11-1996
ODI # 1143,Sri Lanka,Pakistan,189,193,10,2,away,away,Pakistan,8,wickets,Day,Singer Champions Trophy,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,Sri Lanka,bat first,20,Sharjah,Sharjah,United Arab Emirates,12-11-1996
ODI # 1144,New Zealand,Pakistan,192,196,10,6,away,away,Pakistan,4,wickets,Day,Singer Champions Trophy,Waqar Younis,Pakistan,Sharjah Cricket Association Stadium,Pakistan,field first,9,Sharjah,Sharjah,United Arab Emirates,13-11-1996
ODI # 1145,Pakistan,New Zealand,160,119,10,10,away,away,Pakistan,41,runs,Day,Singer Champions Trophy,Wasim Akram,Pakistan,Sharjah Cricket Association Stadium,New Zealand,field first,,Sharjah,Sharjah,United Arab Emirates,15-11-1996
ODI # 1146,Pakistan,New Zealand,228,217,8,10,home,away,Pakistan,11,runs,Day,New Zealand tour of Pakistan,Saleem Malik,Pakistan,"Jinnah Stadium, Gujranwala",Pakistan,bat first,,Gujranwala,Gujranwala,Pakistan,04-12-1996
ODI # 1147,West Indies,Australia,172,173,10,5,away,home,Australia,5,wickets,Day and night,Carlton & United Series,Greg Blewett,Australia,Melbourne Cricket Ground,West Indies,bat first,8,Melbourne,Jolimont,Australia,06-12-1996
ODI # 1148,Pakistan,New Zealand,277,231,9,10,home,away,Pakistan,46,runs,Day,New Zealand tour of Pakistan,Saeed Anwar,Pakistan,"Jinnah Stadium, Sialkot",Pakistan,bat first,,Sialkot,Sialkot,Pakistan,06-12-1996
ODI # 1149,West Indies,Australia,161,162,10,2,away,home,Australia,8,wickets,Day and night,Carlton & United Series,Shane Warne,Australia,Sydney Cricket Ground,West Indies,bat first,48,Sydney,Moore Park,Australia,08-12-1996
ODI # 1150,Pakistan,New Zealand,234,235,4,3,home,away,New Zealand,7,wickets,Day,New Zealand tour of Pakistan,Nathan Astle,New Zealand,"National Stadium, Karachi",Pakistan,bat first,29,Karachi,Karachi,Pakistan,08-12-1996
