match_id,team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_home_away,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground_city,ground,ground_country,match_date
ODI # 2078,Pakistan,New Zealand,255,259,9,3,away,home,New Zealand,7,wickets,Day,Pakistan tour of New Zealand,Stephen Fleming,New Zealand,"Jade Stadium, Christchurch",New Zealand,field first,22,Christchurch,Christchurch,New Zealand,10-01-2004
ODI # 2079,Australia,Zimbabwe,225,126,8,10,home,away,Australia,99,runs,Day and night,VB Series,Brad Williams,Australia,Sydney Cricket Ground,Australia,bat first,,Sydney,Moore Park,Australia,11-01-2004
ODI # 2081,Pakistan,New Zealand,126,127,10,2,away,home,New Zealand,8,wickets,Day,Pakistan tour of New Zealand,Jacob Oram,New Zealand,"McLean Park, Napier",New Zealand,field first,163,Napier,Napier,New Zealand,14-01-2004
ODI # 2080,Zimbabwe,India,208,211,6,3,away,away,India,7,wickets,Day,VB Series,Virender Sehwag,India,"Bellerive Oval, Hobart",Zimbabwe,bat first,74,Hobart,Bellerive,Australia,14-01-2004
ODI # 2082,Australia,Zimbabwe,344,196,7,6,home,away,Australia,148,runs,Day,VB Series,Adam Gilchrist,Australia,"Bellerive Oval, Hobart",Australia,bat first,,Hobart,Bellerive,Australia,16-01-2004
ODI # 2083,New Zealand,Pakistan,307,303,8,10,home,away,New Zealand,4,runs,Day and night,Pakistan tour of New Zealand,Abdul Razzaq,Pakistan,"Westpac Stadium, Wellington",New Zealand,bat first,,Wellington,Wellington,New Zealand,17-01-2004
ODI # 2084,India,Australia,303,284,4,10,away,home,India,19,runs,Day and night,VB Series,VVS Laxman,India,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India,bat first,,Brisbane,Woolloongabba,Australia,18-01-2004
ODI # 2085,India,Zimbabwe,255,231,6,10,away,away,India,24,runs,Day and night,VB Series,Yuvraj Singh,India,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India,bat first,,Brisbane,Woolloongabba,Australia,20-01-2004
ODI # 2086,India,Australia,296,225,4,8,away,home,Australia,2,wickets,Day and night,VB Series,Yuvraj Singh,India,Sydney Cricket Ground,India,bat first,1,Sydney,Moore Park,Australia,22-01-2004
ODI # 2087,India,Zimbabwe,280,277,7,6,away,away,India,3,runs,Day and night,VB Series,VVS Laxman,India,Adelaide Oval,India,bat first,,Adelaide,North Adelaide,Australia,24-01-2004
ODI # 2088,South Africa,West Indies,263,54,4,10,home,away,South Africa,209,runs,Day and night,West Indies tour of South Africa,Jacques Kallis,South Africa,"Newlands, Cape Town",South Africa,bat first,,Cape Town,Cape Town,South Africa,25-01-2004
ODI # 2089,Australia,Zimbabwe,279,266,7,8,home,away,Australia,13,runs,Day and night,VB Series,Grant Flower,Zimbabwe,Adelaide Oval,Australia,bat first,,Adelaide,North Adelaide,Australia,26-01-2004
ODI # 2090,South Africa,West Indies,179,163,7,10,home,away,South Africa,16,runs,Day and night,West Indies tour of South Africa,Boeta Dippenaar,South Africa,"St George's Park, Port Elizabeth",South Africa,bat first,,Port Elizabeth,Port Elizabeth,South Africa,28-01-2004
ODI # 2093,India,Australia,203,204,10,5,away,home,Australia,5,wickets,Day,VB Series,Adam Gilchrist,Australia,"Western Australia Cricket Association Ground, Perth",India,bat first,108,Perth,East Perth,Australia,01-02-2004
ODI # 2094,South Africa,West Indies,297,300,4,3,home,away,West Indies,7,wickets,Day,West Indies tour of South Africa,Shivnarine Chanderpaul,West Indies,"SuperSport Park, Centurion",South Africa,bat first,30,Centurion,Centurion,South Africa,01-02-2004
ODI # 2095,Zimbabwe,India,135,136,10,6,away,away,India,4,wickets,Day and night,VB Series,Irfan Pathan,India,"Western Australia Cricket Association Ground, Perth",Zimbabwe,bat first,117,Perth,East Perth,Australia,03-02-2004
ODI # 2096,West Indies,South Africa,304,310,2,6,away,home,South Africa,4,wickets,Day and night,West Indies tour of South Africa,Jacques Kallis,South Africa,"New Wanderers Stadium, Johannesburg",West Indies,bat first,2,Johannesburg,Johannesburg,South Africa,04-02-2004
ODI # 2097,India,Australia,222,224,10,3,away,home,Australia,7,wickets,Day and night,VB Series,Ricky Ponting,Australia,Melbourne Cricket Ground,India,bat first,59,Melbourne,Jolimont,Australia,06-02-2004
ODI # 2098,Australia,India,359,151,5,10,home,away,Australia,208,runs,Day and night,VB Series,Matthew Hayden,Australia,Sydney Cricket Ground,Australia,bat first,,Sydney,Moore Park,Australia,08-02-2004
ODI # 2099,New Zealand,South Africa,225,226,8,5,home,away,South Africa,5,wickets,Day and night,South Africa tour of New Zealand,Graeme Smith,South Africa,"Eden Park, Auckland",South Africa,field first,2,Auckland,Auckland,New Zealand,13-02-2004
ODI # 2100,South Africa,New Zealand,253,255,8,5,away,home,New Zealand,5,wickets,Day and night,South Africa tour of New Zealand,Stephen Fleming,New Zealand,"Jade Stadium, Christchurch",South Africa,bat first,29,Christchurch,Christchurch,New Zealand,17-02-2004
ODI # 2101,New Zealand,South Africa,254,249,5,7,home,away,New Zealand,5,runs,Day and night,South Africa tour of New Zealand,Scott Styris,New Zealand,"Westpac Stadium, Wellington",South Africa,field first,,Wellington,Wellington,New Zealand,20-02-2004
ODI # 2102,Australia,Sri Lanka,262,178,6,10,away,home,Australia,84,runs,Day and night,Australia tour of Sri Lanka,Brad Hogg,Australia,Rangiri Dambulla International Stadium,Australia,bat first,,Dambulla,Dambulla,Sri Lanka,20-02-2004
ODI # 2103,Sri Lanka,Australia,245,244,10,5,home,away,Sri Lanka,1,run,Day,Australia tour of Sri Lanka,Chaminda Vaas,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,bat first,,Dambulla,Dambulla,Sri Lanka,22-02-2004
ODI # 2104,South Africa,New Zealand,259,264,7,4,away,home,New Zealand,6,wickets,Day,South Africa tour of New Zealand,Hamish Marshall,New Zealand,"Carisbrook, Dunedin",New Zealand,field first,6,Dunedin,Dunedin,New Zealand,25-02-2004
ODI # 2105,Sri Lanka,Australia,226,227,8,5,home,away,Australia,5,wickets,Day and night,Australia tour of Sri Lanka,Jason Gillespie,Australia,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,9,Colombo (RPS),Khettarama,Sri Lanka,25-02-2004
ODI # 2106,Australia,Sri Lanka,233,193,10,10,away,home,Australia,40,runs,Day and night,Australia tour of Sri Lanka,Michael Kasprowicz,Australia,"R Premadasa Stadium, Colombo",Australia,bat first,,Colombo (RPS),Khettarama,Sri Lanka,27-02-2004
ODI # 2108,Australia,Sri Lanka,198,202,7,7,away,home,Sri Lanka,3,wickets,Day,Australia tour of Sri Lanka,Nuwan Zoysa,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Australia,bat first,13,Colombo (SSC),Colombo,Sri Lanka,29-02-2004
ODI # 2109,South Africa,New Zealand,186,190,9,5,away,home,New Zealand,5,wickets,Day,South Africa tour of New Zealand,Michael Papps,New Zealand,"McLean Park, Napier",South Africa,bat first,24,Napier,Napier,New Zealand,02-03-2004
ODI # 2110,Bangladesh,Zimbabwe,238,230,7,9,away,home,Bangladesh,8,runs,Day,Bangladesh tour of Zimbabwe,Mohammad Ashraful,Bangladesh,Harare Sports Club,Zimbabwe,field first,,Harare,Harare,Zimbabwe,10-03-2004
ODI # 2111,Zimbabwe,Bangladesh,242,228,8,10,home,away,Zimbabwe,14,runs,Day,Bangladesh tour of Zimbabwe,Heath Streak,Zimbabwe,Harare Sports Club,Zimbabwe,bat first,,Harare,Harare,Zimbabwe,12-03-2004
ODI # 2112,India,Pakistan,349,344,7,8,away,home,India,5,runs,Day,India tour of Pakistan,Inzamam-ul-Haq,Pakistan,"National Stadium, Karachi",Pakistan,field first,,Karachi,Karachi,Pakistan,13-03-2004
ODI # 2113,Bangladesh,Zimbabwe,183,185,10,7,away,home,Zimbabwe,3,wickets,Day,Bangladesh tour of Zimbabwe,Khaled Mahmud,Bangladesh,Harare Sports Club,Bangladesh,bat first,45,Harare,Harare,Zimbabwe,14-03-2004
ODI # 2114,Pakistan,India,329,317,6,10,home,away,Pakistan,12,runs,Day and night,India tour of Pakistan,Sachin Tendulkar,India,Rawalpindi Cricket Stadium,Pakistan,bat first,,Rawalpindi,Rawalpindi,Pakistan,16-03-2004
ODI # 2115,India,Pakistan,244,247,9,6,away,home,Pakistan,4,wickets,Day,India tour of Pakistan,Yasir Hameed,Pakistan,"Arbab Niaz Stadium, Peshawar",Pakistan,field first,16,Peshawar,Peshawar,Pakistan,19-03-2004
ODI # 2116,Pakistan,India,293,294,9,5,home,away,India,5,wickets,Day and night,India tour of Pakistan,Inzamam-ul-Haq,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,bat first,30,Lahore,Lahore,Pakistan,21-03-2004
ODI # 2117,India,Pakistan,293,253,7,10,away,home,India,40,runs,Day and night,India tour of Pakistan,VVS Laxman,India,"Gaddafi Stadium, Lahore",Pakistan,field first,,Lahore,Lahore,Pakistan,24-03-2004
ODI # 2118,West Indies,England,156,157,5,8,away,away,England,2,wickets,Day,England tour of West Indies,Chris Read,England,"Bourda, Georgetown, Guyana",England,field first,3,Georgetown,Georgetown,Guyana,18-04-2004
ODI # 2120,Zimbabwe,Sri Lanka,136,139,10,1,home,away,Sri Lanka,9,wickets,Day,Sri Lanka tour of Zimbabwe,Chaminda Vaas,Sri Lanka,"Queens Sports Club, Bulawayo",Sri Lanka,field first,175,Bulawayo,Bulawayo,Zimbabwe,22-04-2004
ODI # 2122,Zimbabwe,Sri Lanka,35,40,10,1,home,away,Sri Lanka,9,wickets,Day,Sri Lanka tour of Zimbabwe,Chaminda Vaas,Sri Lanka,Harare Sports Club,Sri Lanka,field first,244,Harare,Harare,Zimbabwe,25-04-2004
ODI # 2123,Sri Lanka,Zimbabwe,223,151,9,10,away,home,Sri Lanka,72,runs,Day,Sri Lanka tour of Zimbabwe,Upul Chandana,Sri Lanka,Harare Sports Club,Zimbabwe,field first,,Harare,Harare,Zimbabwe,27-04-2004
ODI # 2124,Sri Lanka,Zimbabwe,246,221,7,9,away,home,Sri Lanka,25,runs,Day,Sri Lanka tour of Zimbabwe,Russel Arnold,Sri Lanka,Harare Sports Club,Sri Lanka,bat first,,Harare,Harare,Zimbabwe,29-04-2004
ODI # 2125,England,West Indies,281,284,8,5,away,home,West Indies,5,wickets,Day,England tour of West Indies,Ramnaresh Sarwan,West Indies,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,field first,12,Gros Islet,Gros Islet,West Indies,01-05-2004
ODI # 2126,England,West Indies,280,282,8,6,away,home,West Indies,4,wickets,Day,England tour of West Indies,Shivnarine Chanderpaul,West Indies,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,field first,17,Gros Islet,Gros Islet,West Indies,02-05-2004
ODI # 2127,West Indies,England,261,262,6,5,home,away,England,5,wickets,Day,England tour of West Indies,Marcus Trescothick,England,"Kensington Oval, Bridgetown, Barbados",England,field first,16,Bridgetown,Bridgetown,West Indies,05-05-2004
wickets,wickets,wickets,wickets,wickets,wickets,wickets,wickets,wickets,wickets,1,wickets,Day,Bangladesh tour of West Indies,Ian Bradshaw,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",West Indies,field first,20,Kingstown,Arnos Vale,West Indies,15-05-2004
ODI # 2129,West Indies,Bangladesh,124,101,7,8,home,away,West Indies,23,runs,Day,Bangladesh tour of West Indies,Dwayne Smith,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",Bangladesh,field first,,Kingstown,Arnos Vale,West Indies,16-05-2004
ODI # 2130,Bangladesh,West Indies,118,119,7,3,away,away,West Indies,7,wickets,Day,Bangladesh tour of West Indies,Devon Smith,West Indies,"National Cricket Stadium, St George's, Grenada",Bangladesh,bat first,5,St George's,St George's,Grenada,19-05-2004
ODI # 2131,Zimbabwe,Australia,205,207,9,3,home,away,Australia,7,wickets,Day,Australia tour of Zimbabwe,Ricky Ponting,Australia,Harare Sports Club,Zimbabwe,bat first,62,Harare,Harare,Zimbabwe,25-05-2004
ODI # 2132,Australia,Zimbabwe,323,184,8,10,away,home,Australia,139,runs,Day,Australia tour of Zimbabwe,Darren Lehmann,Australia,Harare Sports Club,Zimbabwe,field first,,Harare,Harare,Zimbabwe,27-05-2004
ODI # 2133,Zimbabwe,Australia,196,199,10,2,home,away,Australia,8,wickets,Day,Australia tour of Zimbabwe,Jason Gillespie,Australia,Harare Sports Club,Australia,field first,116,Harare,Harare,Zimbabwe,29-05-2004
ODI # 2135,England,West Indies,147,148,10,3,home,away,West Indies,7,wickets,Day,NatWest Series,Dwayne Bravo,West Indies,"Trent Bridge, Nottingham",West Indies,field first,106,Nottingham,Nottingham,England,27-06-2004
ODI # 2136,England,New Zealand,101,103,10,3,home,away,New Zealand,7,wickets,Day and night,NatWest Series,James Franklin,New Zealand,"Riverside Ground, Chester-le-Street",New Zealand,field first,196,Chester-le-Street,Chester-le-Street,England,29-06-2004
ODI # 2137,West Indies,England,159,160,10,3,away,home,England,7,wickets,Day and night,NatWest Series,Steve Harmison,England,"Headingley, Leeds",England,field first,168,Leeds,Leeds,England,01-07-2004
ODI # 2138,West Indies,New Zealand,216,220,10,5,away,away,New Zealand,5,wickets,Day,NatWest Series,Hamish Marshall,New Zealand,"Sophia Gardens, Cardiff",New Zealand,field first,24,Cardiff,Cardiff,Wales,03-07-2004
ODI # 2139,England,New Zealand,237,241,7,4,home,away,New Zealand,6,wickets,Day,NatWest Series,Stephen Fleming,New Zealand,"The Royal & Sun Alliance County Ground, Bristol",New Zealand,field first,16,Bristol,Bishopston,England,04-07-2004
ODI # 2140,England,West Indies,285,286,7,3,home,away,West Indies,7,wickets,Day,NatWest Series,Chris Gayle,West Indies,"Lord's, London",West Indies,field first,5,Lord's,St John's Wood Road,England,06-07-2004
ODI # 2142,New Zealand,West Indies,266,159,10,10,away,away,New Zealand,107,runs,Day,NatWest Series,Daniel Vettori,New Zealand,"Lord's, London",West Indies,field first,,Lord's,St John's Wood Road,England,10-07-2004
ODI # 2143,Bangladesh,Hong Kong,221,105,9,10,away,away,Bangladesh,116,runs,Day,Asia Cup,Javed Omar,Bangladesh,"Sinhalese Sports Club Ground, Colombo",Hong Kong,field first,,Colombo (SSC),Colombo,Sri Lanka,16-07-2004
ODI # 2144,India,United Arab Emirates,260,144,6,10,away,away,India,116,runs,Day and night,Asia Cup,Rahul Dravid,India,Rangiri Dambulla International Stadium,India,bat first,,Dambulla,Dambulla,Sri Lanka,16-07-2004
ODI # 2145,Pakistan,Bangladesh,257,181,6,10,away,away,Pakistan,76,runs,Day,Asia Cup,Yasir Hameed,Pakistan,"Sinhalese Sports Club Ground, Colombo",Pakistan,bat first,,Colombo (SSC),Colombo,Sri Lanka,17-07-2004
ODI # 2146,Sri Lanka,United Arab Emirates,239,123,10,10,home,away,Sri Lanka,116,runs,Day and night,Asia Cup,Khurram Khan,United Arab Emirates,Rangiri Dambulla International Stadium,Sri Lanka,bat first,,Dambulla,Dambulla,Sri Lanka,17-07-2004
ODI # 2148,Sri Lanka,India,282,270,4,8,home,away,Sri Lanka,12,runs,Day and night,Asia Cup,Nuwan Zoysa,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,bat first,,Dambulla,Dambulla,Sri Lanka,18-07-2004
ODI # 2149,Bangladesh,India,177,178,10,2,away,away,India,8,wickets,Day,Asia Cup,Sachin Tendulkar,India,"Sinhalese Sports Club Ground, Colombo",India,field first,69,Colombo (SSC),Colombo,Sri Lanka,21-07-2004
ODI # 2150,Pakistan,Sri Lanka,122,123,10,3,away,home,Sri Lanka,7,wickets,Day and night,Asia Cup,Nuwan Zoysa,Sri Lanka,"R Premadasa Stadium, Colombo",Pakistan,bat first,108,Colombo (RPS),Khettarama,Sri Lanka,21-07-2004
ODI # 2151,Bangladesh,Sri Lanka,190,191,9,0,away,home,Sri Lanka,10,wickets,Day and night,Asia Cup,Sanath Jayasuriya,Sri Lanka,"R Premadasa Stadium, Colombo",Bangladesh,bat first,99,Colombo (RPS),Khettarama,Sri Lanka,23-07-2004
ODI # 2152,Pakistan,India,300,241,9,8,away,away,Pakistan,59,runs,Day and night,Asia Cup,Shoaib Malik,Pakistan,"R Premadasa Stadium, Colombo",Pakistan,bat first,,Colombo (RPS),Khettarama,Sri Lanka,25-07-2004
ODI # 2153,India,Sri Lanka,271,267,6,9,away,home,India,4,runs,Day and night,Asia Cup,Virender Sehwag,India,"R Premadasa Stadium, Colombo",India,bat first,,Colombo (RPS),Khettarama,Sri Lanka,27-07-2004
ODI # 2154,Bangladesh,Pakistan,166,167,10,4,away,away,Pakistan,6,wickets,Day and night,Asia Cup,Shoaib Malik,Pakistan,"R Premadasa Stadium, Colombo",Bangladesh,bat first,54,Colombo (RPS),Khettarama,Sri Lanka,29-07-2004
ODI # 2155,Sri Lanka,India,228,203,9,9,home,away,Sri Lanka,25,runs,Day and night,Asia Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,,Colombo (RPS),Khettarama,Sri Lanka,01-08-2004
ODI # 2156,South Africa,Sri Lanka,263,265,9,7,away,home,Sri Lanka,3,wickets,Day and night,South Africa tour of Sri Lanka,Chaminda Vaas,Sri Lanka,"R Premadasa Stadium, Colombo",South Africa,bat first,6,Colombo (RPS),Khettarama,Sri Lanka,20-08-2004
ODI # 2158,Sri Lanka,South Africa,213,176,9,10,home,away,Sri Lanka,37,runs,Day,South Africa tour of Sri Lanka,Nuwan Zoysa,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,,Colombo (RPS),Khettarama,Sri Lanka,22-08-2004
ODI # 2160,South Africa,Sri Lanka,191,192,10,6,away,home,Sri Lanka,4,wickets,Day and night,South Africa tour of Sri Lanka,Marvan Atapattu,Sri Lanka,Rangiri Dambulla International Stadium,South Africa,bat first,14,Dambulla,Dambulla,Sri Lanka,25-08-2004
ODI # 2161,South Africa,Sri Lanka,235,236,7,3,away,home,Sri Lanka,7,wickets,Day,South Africa tour of Sri Lanka,Kumar Sangakkara,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field first,23,Dambulla,Dambulla,Sri Lanka,28-08-2004
ODI # 2162,Australia,Pakistan,192,175,7,10,away,away,Australia,17,runs,Day,Videocon Cup,Andrew Symonds,Australia,"VRA Ground, Amstelveen",Australia,bat first,,Amstelveen,Amstelveen,Netherlands,28-08-2004
ODI # 2163,Sri Lanka,South Africa,308,259,8,10,home,away,Sri Lanka,49,runs,Day,South Africa tour of Sri Lanka,Upul Chandana,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",South Africa,field first,,Colombo (SSC),Colombo,Sri Lanka,31-08-2004
ODI # 2164,India,England,170,171,10,3,away,home,England,7,wickets,Day,India tour of England,Alex Wharf,England,"Trent Bridge, Nottingham",England,field first,106,Nottingham,Nottingham,England,01-09-2004
ODI # 2165,England,India,307,237,5,10,home,away,England,70,runs,Day,India tour of England,Andrew Flintoff,England,"Kennington Oval, London",India,field first,,The Oval,London,England,03-09-2004
ODI # 2166,Australia,Pakistan,269,259,6,10,away,away,Australia,10,runs,Day,Australia tour of England,Andrew Symonds,Australia,"Lord's, London",Pakistan,field first,,Lord's,St John's Wood Road,England,04-09-2004
ODI # 2167,India,England,204,181,10,10,away,home,India,23,runs,Day,India tour of England,Sourav Ganguly,India,"Lord's, London",India,bat first,,Lord's,St John's Wood Road,England,05-09-2004
ODI # 2169,New Zealand,United States of America,347,137,4,10,away,away,New Zealand,210,runs,Day,ICC Champions Trophy,Nathan Astle,New Zealand,"Kennington Oval, London",United States of America,field first,,The Oval,London,England,10-09-2004
ODI # 2170,India,Kenya,290,192,4,7,away,away,India,98,runs,Day,ICC Champions Trophy,Sourav Ganguly,India,"The Rose Bowl, Southampton",Kenya,field first,,Southampton,Northlands Road,England,11-09-2004
ODI # 2171,Bangladesh,South Africa,93,94,10,1,away,away,South Africa,9,wickets,Day,ICC Champions Trophy,Charl Langeveldt,South Africa,"Edgbaston, Birmingham",Bangladesh,bat first,193,Birmingham,Birmingham,England,12-09-2004
ODI # 2172,United States of America,Australia,65,66,10,1,away,away,Australia,9,wickets,Day,ICC Champions Trophy,Michael Kasprowicz,Australia,"The Rose Bowl, Southampton",Australia,field first,253,Southampton,Northlands Road,England,13-09-2004
ODI # 2173,Zimbabwe,Sri Lanka,191,195,10,6,away,away,Sri Lanka,4,wickets,Day,ICC Champions Trophy,Elton Chigumbura,Zimbabwe,"Kennington Oval, London",Sri Lanka,field first,37,The Oval,London,England,14-09-2004
ODI # 2175,West Indies,Bangladesh,269,131,3,10,away,away,West Indies,138,runs,Day,ICC Champions Trophy,Chris Gayle,West Indies,"The Rose Bowl, Southampton",Bangladesh,field first,,Southampton,Northlands Road,England,15-09-2004
ODI # 2176,New Zealand,Australia,198,199,9,3,away,away,Australia,7,wickets,Day,ICC Champions Trophy,Andrew Symonds,Australia,"Kennington Oval, London",Australia,field first,76,The Oval,London,England,16-09-2004
ODI # 2179,India,Pakistan,200,201,10,7,away,away,Pakistan,3,wickets,Day,ICC Champions Trophy,Mohammad Yousuf,Pakistan,"Edgbaston, Birmingham",Pakistan,field first,4,Birmingham,Birmingham,England,19-09-2004
ODI # 2180,Australia,England,259,262,9,4,away,home,England,6,wickets,Day,ICC Champions Trophy,Michael Vaughan,England,"Edgbaston, Birmingham",England,field first,21,Birmingham,Birmingham,England,21-09-2004
ODI # 2181,Pakistan,West Indies,131,132,10,3,away,away,West Indies,7,wickets,Day,ICC Champions Trophy,Ramnaresh Sarwan,West Indies,"The Rose Bowl, Southampton",Pakistan,bat first,131,Southampton,Northlands Road,England,22-09-2004
ODI # 2182,England,West Indies,217,218,10,8,home,away,West Indies,2,wickets,Day,ICC Champions Trophy,Ian Bradshaw,West Indies,"Kennington Oval, London",West Indies,field first,7,The Oval,London,England,25-09-2004
ODI # 2183,Pakistan,Zimbabwe,292,148,7,10,home,away,Pakistan,144,runs,Day,Paktel Cup,Abdul Razzaq,Pakistan,Multan Cricket Stadium,Pakistan,bat first,,Multan,Multan,Pakistan,30-09-2004
ODI # 2184,Zimbabwe,Pakistan,252,258,4,7,away,home,Pakistan,3,wickets,Day,Paktel Cup,Younis Khan,Pakistan,"Arbab Niaz Stadium, Peshawar",Pakistan,field first,11,Peshawar,Peshawar,Pakistan,03-10-2004
ODI # 2185,Sri Lanka,Pakistan,232,233,9,2,away,home,Pakistan,8,wickets,Day,Paktel Cup,Shoaib Malik,Pakistan,"National Stadium, Karachi",Sri Lanka,bat first,8,Karachi,Karachi,Pakistan,06-10-2004
ODI # 2186,Zimbabwe,Sri Lanka,104,108,10,3,away,away,Sri Lanka,7,wickets,Day,Paktel Cup,Farveez Maharoof,Sri Lanka,Rawalpindi Cricket Stadium,Sri Lanka,field first,191,Rawalpindi,Rawalpindi,Pakistan,09-10-2004
ODI # 2187,Sri Lanka,Pakistan,293,297,6,4,away,home,Pakistan,6,wickets,Day and night,Paktel Cup,Marvan Atapattu,Sri Lanka,"Gaddafi Stadium, Lahore",Pakistan,field first,7,Lahore,Lahore,Pakistan,14-10-2004
ODI # 2188,Sri Lanka,Pakistan,287,168,7,10,away,home,Sri Lanka,119,runs,Day and night,Paktel Cup,Kumar Sangakkara,Sri Lanka,"Gaddafi Stadium, Lahore",Pakistan,field first,,Lahore,Lahore,Pakistan,16-10-2004
ODI # 2189,New Zealand,Bangladesh,224,86,10,10,away,home,New Zealand,138,runs,Day,New Zealand tour of Bangladesh,Chris Cairns,New Zealand,"MA Aziz Stadium, Chittagong",New Zealand,bat first,,Chattogram,Chattogram,Bangladesh,02-11-2004
ODI # 2190,Bangladesh,New Zealand,146,148,10,7,home,away,New Zealand,3,wickets,Day and night,New Zealand tour of Bangladesh,Aftab Ahmed,Bangladesh,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,32,Dhaka,Dhaka,Bangladesh,05-11-2004
ODI # 2191,New Zealand,Bangladesh,250,167,7,7,away,home,New Zealand,83,runs,Day and night,New Zealand tour of Bangladesh,Scott Styris,New Zealand,"Bangabandhu National Stadium, Dhaka",New Zealand,bat first,,Dhaka,Dhaka,Bangladesh,07-11-2004
ODI # 2192,India,Pakistan,292,293,6,4,home,away,Pakistan,6,wickets,Day and night,Pakistan tour of India,Salman Butt,Pakistan,"Eden Gardens, Kolkata",India,bat first,6,Kolkata,Kolkata,India,13-11-2004
ODI # 2193,Zimbabwe,England,195,197,10,5,home,away,England,5,wickets,Day,England tour of Zimbabwe,Ian Bell,England,Harare Sports Club,England,field first,14,Harare,Harare,Zimbabwe,28-11-2004
ODI # 2194,England,Zimbabwe,263,102,6,10,away,home,England,161,runs,Day,England tour of Zimbabwe,Kevin Pietersen,England,Harare Sports Club,England,bat first,,Harare,Harare,Zimbabwe,01-12-2004
ODI # 2195,Zimbabwe,England,238,239,7,2,home,away,England,8,wickets,Day,England tour of Zimbabwe,Vikram Solanki,England,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,41,Bulawayo,Bulawayo,Zimbabwe,04-12-2004
ODI # 2196,Australia,New Zealand,246,247,9,6,home,away,New Zealand,4,wickets,Day and night,New Zealand tour of Australia,Hamish Marshall,New Zealand,"Docklands Stadium, Melbourne",New Zealand,field first,2,Melbourne (Docklands),Docklands,Australia,05-12-2004
ODI # 2197,England,Zimbabwe,261,187,6,10,away,home,England,74,runs,Day,England tour of Zimbabwe,Geraint Jones,England,"Queens Sports Club, Bulawayo",England,bat first,,Bulawayo,Bulawayo,Zimbabwe,05-12-2004
ODI # 2198,Australia,New Zealand,261,244,7,10,home,away,Australia,17,runs,Day and night,New Zealand tour of Australia,Brad Hogg,Australia,Sydney Cricket Ground,Australia,bat first,,Sydney,Moore Park,Australia,08-12-2004
ODI # 2199,India,Bangladesh,245,234,8,8,away,home,India,11,runs,Day,India tour of Bangladesh,Mohammad Kaif,India,"MA Aziz Stadium, Chittagong",Bangladesh,field first,,Chattogram,Chattogram,Bangladesh,23-12-2004
ODI # 2200,Sri Lanka,New Zealand,141,144,10,3,away,home,New Zealand,7,wickets,Day,Sri Lanka tour of New Zealand,Stephen Fleming,New Zealand,"Eden Park, Auckland",New Zealand,field first,102,Auckland,Auckland,New Zealand,26-12-2004
ODI # 2201,Bangladesh,India,229,214,9,10,home,away,Bangladesh,15,runs,Day and night,India tour of Bangladesh,Mashrafe Mortaza,Bangladesh,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,,Dhaka,Dhaka,Bangladesh,26-12-2004
ODI # 2202,India,Bangladesh,348,257,5,9,away,home,India,91,runs,Day and night,India tour of Bangladesh,Virender Sehwag,India,"Bangabandhu National Stadium, Dhaka",India,bat first,,Dhaka,Dhaka,Bangladesh,27-12-2004
ODI # 2203,ICC World XI,Asia XI,344,232,8,10,away,away,ICC World XI,112,runs,Day and night,ICC World XI tour of Australia,Ricky Ponting,ICC World XI,Melbourne Cricket Ground,ICC World XI,bat first,,Melbourne,Jolimont,Australia,10-01-2005
ODI # 2204,Australia,West Indies,301,185,4,10,home,away,Australia,116,runs,Day and night,VB Series,Brad Hogg,Australia,Melbourne Cricket Ground,Australia,bat first,,Melbourne,Jolimont,Australia,14-01-2005
ODI # 2205,Pakistan,Australia,272,253,7,6,away,home,Australia,4,wickets,Day,VB Series,Michael Clarke,Australia,"Bellerive Oval, Hobart",Pakistan,bat first,12,Hobart,Bellerive,Australia,16-01-2005
ODI # 2206,West Indies,Pakistan,273,274,5,4,away,away,Pakistan,6,wickets,Day,VB Series,Kamran Akmal,Pakistan,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Pakistan,field first,18,Brisbane,Woolloongabba,Australia,19-01-2005
